,cifar10_accuracy,cifar10_accuracy_ci,cifar10.1-v6_accuracy,cifar10.1-v6_accuracy_ci,pretrained,model_family,model_hparams
579,0.329,"(0.3197920006102806, 0.33830768154502366)",0.2565,"(0.23747928602327548, 0.2762370896259049)",False,RandFeaturesCoatesNg_2to1,"{'num_filters': 2, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.001, 'zca': False, 'tot_patches': 100000}"
580,0.9418,"(0.9370311279440087, 0.9463094928690541)",0.8605,"(0.8445372841882803, 0.8753975034174974)",False,VGG16,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.9765656565656566, 'weight_decay': 0.0022051307399030455, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1816326530612245}"
581,0.8881,"(0.881757985188696, 0.8942149894054032)",0.794,"(0.775600375868536, 0.8115335207441647)",False,ShuffleNetV2_2,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
582,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,ShuffleNetV2_1,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6135907273413169, 'momentum': 0.8057575757575758, 'weight_decay': 0.01707352647470692, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1326530612244898}"
583,0.6974,"(0.6882896991251644, 0.7063952105526514)",0.5705,"(0.5484656993404968, 0.5923273002891772)",False,DPN26,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6892612104349695, 'momentum': 0.8652525252525253, 'weight_decay': 0.00031257158496882353, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7204081632653062}"
584,0.798,"(0.789994620054787, 0.8058314546482657)",0.638,"(0.6164979451855198, 0.6590966819127573)",False,RandFeaturesCoatesNg_2to12,"{'num_filters': 4096, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 100.0, 'zca': False, 'tot_patches': 100000}"
585,0.7254,"(0.7165376427150045, 0.7341309141149566)",0.5975,"(0.5756275256529862, 0.6190861573141273)",True,imgnt_se_resnext101_32x4d,"{'num_classes': 10, 'input_size': (32, 32), 'pretrained': True, 'finetune_only_last_layer': False, 'batch_size': 32, 'epochs': 100, 'optimizer': 'SGD', 'lr': 0.01, 'momentum': 0.9, 'weight_decay': 0.0, 'lr_scheduler': 'StepLR', 'milestones': (30, 60, 80), 'gamma': 0.975, 'dropout_p': 0.2, 'color_jitter': False}"
586,0.9058,"(0.8999060145748093, 0.9114564082551689)",0.824,"(0.8065888951108976, 0.8404555551698665)",False,ShuffleNetV2_1,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
587,0.5443,"(0.534477003945889, 0.554097182356955)",0.4235,"(0.40172054190999307, 0.4455040815361496)",False,RandFeaturesCoatesNg_2to4,"{'num_filters': 16, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 1e-05, 'zca': False, 'tot_patches': 100000}"
588,0.552,"(0.5421893583509674, 0.5617803408419797)",0.402,"(0.3804189400366423, 0.4238688461659259)",False,RandFeaturesCoatesNg_2to11,"{'num_filters': 2048, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.001, 'zca': False, 'tot_patches': 100000}"
589,0.6063,"(0.5966443800259805, 0.6158936707001821)",0.48,"(0.457897427459068, 0.502161288024398)",False,RandFeaturesCoatesNg_2to5,"{'num_filters': 32, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.5, 'zca': False, 'tot_patches': 100000}"
590,0.3435,"(0.3341892770737254, 0.3529019456342877)",0.275,"(0.2555224501504436, 0.2951392545000293)",False,RidgeClassifier,"{'alpha': 3944206.059437648, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
591,0.6837,"(0.6744830283935604, 0.6928098782669515)",0.562,"(0.5399284437719782, 0.5838895195443485)",False,SENet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
592,0.3503,"(0.340944434974976, 0.3597428212475794)",0.269,"(0.24966586657605006, 0.2890135608601119)",False,SVM,"{'kernel': 'linear', 'C': 1.0, 'gamma': 'auto', 'scale_features': True}"
593,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,PNASNetB,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
594,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,RidgeClassifier,"{'alpha': 5e+23, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
595,0.6949,"(0.6857695367168375, 0.7039168324515892)",0.5455,"(0.5233745676560303, 0.5674918480044742)",False,RandFeaturesCoatesNg_2to7,"{'num_filters': 128, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
596,0.9202,"(0.9147155406381036, 0.9254382342265678)",0.829,"(0.8117700768237964, 0.8452594146708283)",False,SENet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0016297508346206436, 'momentum': 0.8940404040404041, 'weight_decay': 4.037017258596558e-05, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.4755102040816327}"
597,0.4106,"(0.40093530953944456, 0.4203167883464085)",0.3255,"(0.30498302739301286, 0.3465297646931429)",False,EfficientNetB0,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.023644894126454073, 'momentum': 0.872929292929293, 'weight_decay': 0.022570197196339216, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.29591836734693877}"
598,0.9402,"(0.935372954185563, 0.9447686519255624)",0.8675,"(0.8518519681248059, 0.8820616368488088)",False,VGG13,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
599,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,ResNeXt29_2x64d,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.0974987654930568, 'momentum': 0.8902020202020202, 'weight_decay': 0.008902150854450393, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.8836734693877552}"
600,0.5199,"(0.5100533456094003, 0.5297350588660934)",0.377,"(0.3557037278268443, 0.3986575365602675)",False,RandFeaturesCoatesNg_2to12,"{'num_filters': 4096, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.01, 'zca': False, 'tot_patches': 100000}"
601,0.5563,"(0.5464972845608863, 0.5660699087804233)",0.4095,"(0.3878449096951058, 0.4314208403847739)",False,RandFeaturesCoatesNg_2to11,"{'num_filters': 2048, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
602,0.2547,"(0.24618299426644336, 0.2633600797715373)",0.2005,"(0.18315216388389882, 0.21873030357429635)",False,RidgeClassifier,"{'alpha': 35111.917342151275, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
603,0.3308,"(0.3215787154366404, 0.34011991646206163)",0.2685,"(0.24917802069667275, 0.28850288398538626)",False,AdaBoost,"{'n_estimators': 100, 'learning_rate': 1.0, 'algorithm': 'SAMME.R', 'scale_features': True}"
604,0.4483,"(0.43851895884966424, 0.4581111671323208)",0.347,"(0.32612510685319424, 0.3683243941940535)",False,RandFeaturesCoatesNg_2to2,"{'num_filters': 4, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
605,0.7227,"(0.7138119132585202, 0.731458221027266)",0.5615,"(0.5394264542489048, 0.5833929774409103)",False,RandFeaturesCoatesNg_2to10,"{'num_filters': 1024, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
606,0.2526,"(0.24410690600527918, 0.2612373959064517)",0.2015,"(0.18411802367840832, 0.2197614674675571)",False,RidgeClassifier,"{'alpha': 97700995729.92247, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
607,0.199,"(0.19121339727592307, 0.20696228714497655)",0.196,"(0.17880792055479958, 0.2140879461969315)",False,PreActResNet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.747528400007683e-05, 'momentum': 0.53, 'weight_decay': 0.8902150854450392, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.28244897959183674}"
608,0.5188,"(0.5089528313186642, 0.5286362141217223)",0.3745,"(0.353235475890119, 0.3961331386775979)",False,RandFeaturesCoatesNg_2to12,"{'num_filters': 4096, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.001, 'zca': False, 'tot_patches': 100000}"
609,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,RidgeClassifier,"{'alpha': 1e+23, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
610,0.8533,"(0.8462127074869762, 0.8601808612041365)",0.744,"(0.7242743894117653, 0.7630077562385142)",False,PNASNetA,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.9765656565656566, 'weight_decay': 0.0022051307399030455, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1816326530612245}"
611,0.6994,"(0.6903060562952466, 0.7083776857267639)",0.5355,"(0.5133536752233285, 0.5575421021419181)",False,RandFeaturesCoatesNg_2to13,"{'num_filters': 8192, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.0001, 'zca': False, 'tot_patches': 100000}"
612,0.2312,"(0.22296599883783935, 0.23959082198304638)",0.1925,"(0.17543151123224826, 0.21047478411521336)",False,RidgeClassifier,"{'alpha': 2.5950242113997427e+22, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
613,0.3678,"(0.35833856252238655, 0.3773384876503403)",0.265,"(0.2457639832298648, 0.28492726371995747)",False,RidgeClassifier,"{'alpha': 1.4174741629268048, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
614,0.3638,"(0.3543615671058206, 0.3733178156628849)",0.267,"(0.24771467197009306, 0.28697066477876676)",False,RidgeClassifier,"{'alpha': 0.006428073117284319, 'normalize': False, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
615,0.4652,"(0.4553852783001206, 0.47503499952259864)",0.3435,"(0.3226801188590842, 0.3647796819142144)",False,RandomForest,"{'n_estimators': 100, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'auto', 'scale_features': True}"
616,0.9491,"(0.9446095418878069, 0.9533265513191856)",0.8865,"(0.8717781830417125, 0.900077573371422)",False,SENet18,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
617,0.2525,"(0.2440080512121438, 0.26113630917234076)",0.2015,"(0.18411802367840832, 0.2197614674675571)",False,RidgeClassifier,"{'alpha': 49770235643.32094, 'normalize': True, 'solver': 'auto', 'scale_features': True, 'tol': 0.001, 'fit_intercept': True}"
618,0.8926,"(0.8863668025179522, 0.8986034958291839)",0.8005,"(0.7823010304947466, 0.8178135252660262)",False,RegNetX_200MF,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.0020565123083486517, 'momentum': 0.8825252525252525, 'weight_decay': 0.00016297508346206434, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.589795918367347}"
619,0.9049,"(0.89898186682799, 0.9105810943338671)",0.814,"(0.7962412006391745, 0.8308331195043173)",False,ShuffleNetV2_1,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
620,0.7049,"(0.6958520899564421, 0.7138284407124498)",0.5285,"(0.5063443010068226, 0.5505720284104578)",False,RandFeaturesCoatesNg_2to13,"{'num_filters': 8192, 'patch_size': 6, 'pool_size': 15, 'pool_stride': 6, 'bias': 1.0, 'filter_scale': 0.001, 'patch_distribution': 'empirical', 'regularizer': 0.5, 'zca': False, 'tot_patches': 100000}"
621,0.1,"(0.09418721173377065, 0.10604689990363225)",0.1,"(0.08719578355343882, 0.11398997429542912)",False,EfficientNetB0,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 1.0974987654930568, 'momentum': 0.8902020202020202, 'weight_decay': 0.008902150854450393, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.8836734693877552}"
622,0.7959,"(0.7878648609588553, 0.8037624449070624)",0.674,"(0.6529628346506913, 0.6945258457593773)",False,ResNet101,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.6892612104349695, 'momentum': 0.8652525252525253, 'weight_decay': 0.00031257158496882353, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.7204081632653062}"
623,0.7582,"(0.7496834716474928, 0.7665659099858472)",0.615,"(0.5932684147866931, 0.6363938383369088)",False,LeNet,"{'batch_size': 128, 'total_examples': 17500000, 'optimizer': 'SGD', 'lr': 0.1, 'momentum': 0.9, 'weight_decay': 0.0005, 'lr_scheduler': 'MultiStepLR', 'milestones': (7500000, 12500000), 'gamma': 0.1}"
